"","Var.1","Var.1","Planning Area","Total","0 - 4","5 - 9","10 - 14","15 - 19","20 - 24","25 - 29","30 - 34","35 - 39","40 - 44","45 - 49","50 - 54","55 - 59","60 - 64","65 - 69","70 - 74","75 - 79","80 - 84","85 & Over","85_and_over","PLN_AREA_N","65_AND_OVER","ELDERLY_DENSITY","POP_DATE","POP_DATE"
"11",11,81,"Changi",1660,140,150,130,110,70,100,180,180,160,130,100,70,40,40,30,20,20,10,10,"CHANGI",120,0.072289156626506,"1/1/2008","2008"
"12",12,85,"Changi Bay",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CHANGI BAY",0,0,"1/1/2008","2008"
"13",13,87,"Choa Chu Kang",168510,9910,13050,16310,13860,10390,11170,12360,15370,17690,15610,11750,7990,4460,3190,2250,1660,920,600,600,"CHOA CHU KANG",8620,0.0511542341700789,"1/1/2008","2008"
"14",14,95,"Clementi",88150,4040,4520,4550,4850,4950,7400,7310,7270,7270,6910,7070,7100,5210,3750,2520,1710,960,760,760,"CLEMENTI",9700,0.110039705048213,"1/1/2008","2008"
"15",15,105,"Downtown Core",3450,160,150,150,160,130,240,320,310,300,250,260,270,230,190,120,100,70,60,60,"DOWNTOWN CORE",540,0.156521739130435,"1/1/2008","2008"
"16",16,118,"Geylang",118390,5310,5940,7040,7850,7230,8840,9080,9130,9240,10290,9920,8170,6000,4950,3730,2840,1680,1170,1170,"GEYLANG",14370,0.121378494805305,"1/1/2008","2008"
"17",17,124,"Hougang",213620,9520,12390,15830,17140,14590,14850,14640,16160,18370,20340,18640,14090,9090,6660,4600,3340,1900,1470,1470,"HOUGANG",17970,0.0841213369534688,"1/1/2008","2008"
"18",18,132,"Jurong East",86800,4170,4900,5540,6260,6190,7220,6810,6940,6960,7180,7440,6390,3990,2660,1760,1200,690,500,500,"JURONG EAST",6810,0.0784562211981567,"1/1/2008","2008"
"19",19,143,"Jurong West",253160,15630,17080,18550,18700,16580,21760,23110,22700,22190,20520,18910,14910,8800,5580,3550,2350,1290,950,950,"JURONG WEST",13720,0.0541949755095592,"1/1/2008","2008"
"20",20,153,"Kallang",94630,4290,4430,4800,5000,4930,6360,7640,8080,7590,7840,7700,7010,5270,4720,3520,2660,1500,1320,1320,"KALLANG",13720,0.144985733911022,"1/1/2008","2008"
"21",21,163,"Lim Chu Kang",70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LIM CHU KANG",0,0,"1/1/2008","2008"
"22",22,165,"Mandai",1460,70,100,120,120,90,90,90,130,150,150,110,70,60,50,40,20,10,10,10,"MANDAI",130,0.089041095890411,"1/1/2008","2008"
"23",23,169,"Marina East",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MARINA EAST",0,0,"1/1/2008","2008"
"24",24,171,"Marina South",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MARINA SOUTH",0,0,"1/1/2008","2008"
"25",25,173,"Marine Parade",44870,2010,2500,2590,2800,2340,2670,3210,3880,3750,3700,3450,3120,2520,2100,1750,1230,700,560,560,"MARINE PARADE",6340,0.141297080454647,"1/1/2008","2008"
"26",26,179,"Museum",250,20,10,10,10,0,10,40,30,30,10,20,10,20,10,10,10,10,0,0,"MUSEUM",40,0.16,"1/1/2008","2008"
"27",27,183,"Newton",5980,300,370,370,360,270,330,420,590,620,530,450,460,320,210,150,130,70,60,60,"NEWTON",620,0.103678929765886,"1/1/2008","2008"
"28",28,190,"North Eastern Islands",70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NORTH EASTERN ISLANDS",0,0,"1/1/2008","2008"
"29",29,192,"Novena",45060,2250,2430,2610,2650,2320,3000,3670,3930,3920,3840,3480,2940,2270,1880,1390,1150,640,700,700,"NOVENA",5760,0.127829560585885,"1/1/2008","2008"
"30",30,198,"Orchard",710,30,30,30,30,30,40,70,60,60,70,80,50,60,30,20,10,10,10,10,"ORCHARD",80,0.112676056338028,"1/1/2008","2008"
"31",31,202,"Outram",16980,560,510,560,680,800,1190,1220,1190,1210,1310,1430,1480,1220,1170,910,710,400,440,440,"OUTRAM",3630,0.213780918727915,"1/1/2008","2008"
"32",32,207,"Pasir Ris",129800,6940,10080,13800,12000,7040,7170,8360,10740,14910,13050,9360,5980,3400,2360,1750,1390,820,660,660,"PASIR RIS",6980,0.0537750385208012,"1/1/2008","2008"
"33",33,215,"Paya Lebar",60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PAYA LEBAR",0,0,"1/1/2008","2008"
"34",34,221,"Pioneer",80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PIONEER",0,0,"1/1/2008","2008"
"35",35,227,"Punggol",54560,6600,4290,2600,2530,2160,3960,8940,6750,4190,3420,2860,2210,1570,1010,640,430,250,160,160,"PUNGGOL",2490,0.0456378299120235,"1/1/2008","2008"
"36",36,234,"Queenstown",96140,4480,4600,4850,4790,4760,6900,8370,8270,8140,7510,7090,6480,5470,5010,4010,2830,1520,1050,1050,"QUEENSTOWN",14420,0.149989598502184,"1/1/2008","2008"
"37",37,250,"River Valley",8390,380,440,470,500,410,600,710,890,830,730,660,560,430,270,190,120,100,90,90,"RIVER VALLEY",770,0.0917759237187128,"1/1/2008","2008"
"38",38,256,"Rochor",15570,670,630,680,780,810,1210,1400,1230,1200,1230,1240,1170,880,830,620,500,280,220,220,"ROCHOR",2450,0.157353885677585,"1/1/2008","2008"
"39",39,267,"Seletar",520,30,50,40,20,10,20,40,60,80,70,40,20,30,10,10,0,0,0,0,"SELETAR",20,0.0384615384615385,"1/1/2008","2008"
"40",40,269,"Sembawang",67630,5550,5410,4350,4480,3870,5310,7480,7270,5920,5390,4360,2930,1760,1360,940,620,330,300,300,"SEMBAWANG",3550,0.0524914978559811,"1/1/2008","2008"
"41",41,279,"Sengkang",152990,12760,11680,10350,9410,8420,11750,17020,16550,12940,12360,10350,7150,4310,3050,1920,1490,830,660,660,"SENGKANG",7950,0.051964180665403,"1/1/2008","2008"
"42",42,287,"Serangoon",122750,4870,6760,8630,10040,8540,8370,7770,8850,9790,11100,11420,9070,5900,4160,2990,2130,1270,1110,1110,"SERANGOON",11660,0.094989816700611,"1/1/2008","2008"
"43",43,292,"Simpang",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SIMPANG",0,0,"1/1/2008","2008"
"44",44,297,"Singapore River",1350,90,70,60,50,50,90,180,210,160,110,90,60,40,40,20,10,10,10,10,"SINGAPORE RIVER",90,0.0666666666666667,"1/1/2008","2008"
"45",45,301,"Southern Islands",220,10,10,10,10,10,0,10,30,40,30,20,20,10,10,0,0,0,0,0,"SOUTHERN ISLANDS",10,0.0454545454545455,"1/1/2008","2008"
"46",46,304,"Straits View",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"STRAITS VIEW",0,0,"1/1/2008","2008"
"47",47,306,"Sungei Kadut",830,30,20,40,40,40,60,50,60,60,50,50,50,70,40,50,30,40,50,50,"SUNGEI KADUT",210,0.253012048192771,"1/1/2008","2008"
"48",48,312,"Tampines",256760,12340,16070,20720,22380,18560,18330,17440,19400,22810,24520,22430,15890,9160,6040,4200,3150,1880,1430,1430,"TAMPINES",16700,0.0650412836890481,"1/1/2008","2008"
"49",49,318,"Tanglin",16330,880,1010,1060,1020,720,880,1190,1640,1660,1520,1280,1100,800,560,350,280,210,160,160,"TANGLIN",1560,0.095529699938763,"1/1/2008","2008"
"50",50,323,"Tengah",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TENGAH",0,0,"1/1/2008","2008"
"51",51,325,"Toa Payoh",118990,4840,5520,6510,7020,6360,8350,8840,9240,9590,10090,9840,8440,6770,6210,4520,3340,1880,1630,1630,"TOA PAYOH",17580,0.147743507857803,"1/1/2008","2008"
"52",52,338,"Tuas",50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TUAS",0,0,"1/1/2008","2008"
"53",53,345,"Western Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WESTERN ISLANDS",0,0,"1/1/2008","2008"
"54",54,349,"Western Water Catchment",890,60,70,60,40,90,60,80,110,80,110,60,50,20,10,0,0,0,0,0,"WESTERN WATER CATCHMENT",10,0.0112359550561798,"1/1/2008","2008"
"55",55,351,"Woodlands",234520,15090,19320,21560,18410,14880,16400,18770,22720,23330,20240,15590,10470,6230,4510,3110,2010,1170,720,720,"WOODLANDS",11520,0.0491216100972199,"1/1/2008","2008"
"56",56,361,"Yishun",180400,9130,10870,12620,15270,13350,13830,13500,14370,15970,17210,15030,11010,6700,4700,2930,1990,1100,830,830,"YISHUN",11550,0.0640243902439024,"1/1/2008","2008"
