"","Var.1","Var.1","Planning Area","Total","0 - 4","5 - 9","10 - 14","15 - 19","20 - 24","25 - 29","30 - 34","35 - 39","40 - 44","45 - 49","50 - 54","55 - 59","60 - 64","65 - 69","70 - 74","75 - 79","80 - 84","85 & Over","85_and_over","PLN_AREA_N","65_AND_OVER","ELDERLY_DENSITY","POP_DATE","POP_DATE"
"26",26,183,"Museum",400,20,20,10,10,10,20,30,60,70,40,40,20,20,10,10,0,10,10,10,"MUSEUM",40,0.1,"1/1/2017","2017"
"27",27,187,"Newton",7270,350,510,390,300,360,380,350,580,740,730,620,490,410,410,230,170,110,140,140,"NEWTON",1060,0.145804676753783,"1/1/2017","2017"
"28",28,194,"North-Eastern Islands",50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NORTH-EASTERN ISLANDS",0,0,"1/1/2017","2017"
"29",29,196,"Novena",48590,2140,2810,2490,2410,2560,3010,2900,3720,4450,4060,3790,3390,3000,2580,1810,1500,1000,990,990,"NOVENA",7880,0.162173286684503,"1/1/2017","2017"
"30",30,202,"Orchard",960,40,60,40,50,30,50,60,70,80,90,90,80,70,60,40,20,10,20,20,"ORCHARD",150,0.15625,"1/1/2017","2017"
"31",31,206,"Outram",20840,1000,1040,730,650,760,1180,1250,1760,1740,1430,1500,1570,1570,1530,1020,920,550,670,670,"OUTRAM",4690,0.225047984644914,"1/1/2017","2017"
"32",32,211,"Pasir Ris",144960,5850,6970,8170,11180,13990,11220,8170,9260,10380,11700,14810,11980,8310,5410,2870,2120,1360,1220,1220,"PASIR RIS",12980,0.0895419426048565,"1/1/2017","2017"
"33",33,220,"Paya Lebar",40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PAYA LEBAR",0,0,"1/1/2017","2017"
"34",34,226,"Pioneer",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PIONEER",0,0,"1/1/2017","2017"
"35",35,232,"Punggol",146640,15970,12530,8750,6520,5170,8360,18700,18670,14420,9610,7450,5950,5110,4150,2280,1530,810,660,660,"PUNGGOL",9430,0.0643071467539553,"1/1/2017","2017"
"36",36,240,"Queenstown",97600,4570,4380,4190,4510,4910,6210,6880,7640,7830,7430,7410,6700,6270,5950,4170,3980,2560,2020,2020,"QUEENSTOWN",18680,0.191393442622951,"1/1/2017","2017"
"37",37,256,"River Valley",9730,500,560,540,450,440,510,630,890,1070,1030,740,590,540,470,330,200,120,130,130,"RIVER VALLEY",1250,0.12846865364851,"1/1/2017","2017"
"38",38,262,"Rochor",13900,470,510,550,570,630,850,880,1140,1220,1040,1060,1100,1000,970,630,520,360,420,420,"ROCHOR",2900,0.20863309352518,"1/1/2017","2017"
"39",39,273,"Seletar",210,10,10,10,20,10,0,10,10,40,30,20,20,20,10,0,10,0,0,0,"SELETAR",20,0.0952380952380952,"1/1/2017","2017"
"40",40,278,"Sembawang",79740,4310,5310,5420,5340,4680,5450,5840,7010,7650,6770,6050,5330,4110,2620,1530,1100,650,580,580,"SEMBAWANG",6480,0.0812641083521445,"1/1/2017","2017"
"41",41,288,"Sengkang",232100,17660,16400,14090,13090,11920,15710,22540,23580,21310,16970,14870,13990,11340,8000,4440,3070,1650,1480,1480,"SENGKANG",18640,0.0803102111158983,"1/1/2017","2017"
"42",42,296,"Serangoon",119140,3830,4770,5600,7090,8500,9720,7130,7150,8020,8570,9400,10360,9950,7530,4310,3320,2020,1860,1860,"SERANGOON",19040,0.159811985898942,"1/1/2017","2017"
"43",43,304,"Simpang",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SIMPANG",0,0,"1/1/2017","2017"
"44",44,309,"Singapore River",2900,230,200,140,100,90,110,200,390,400,350,190,150,120,90,60,40,20,30,30,"SINGAPORE RIVER",240,0.0827586206896552,"1/1/2017","2017"
"45",45,313,"Southern Islands",1690,110,100,90,100,80,80,80,150,170,220,190,140,90,50,20,10,10,0,0,"SOUTHERN ISLANDS",90,0.0532544378698225,"1/1/2017","2017"
"46",46,316,"Straits View",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"STRAITS VIEW",0,0,"1/1/2017","2017"
"47",47,318,"Sungei Kadut",770,30,40,30,40,50,50,40,50,50,70,60,60,50,50,30,30,30,20,20,"SUNGEI KADUT",160,0.207792207792208,"1/1/2017","2017"
"48",48,324,"Tampines",258310,11230,11670,12400,16000,20300,21560,17750,17910,17450,18220,21360,22690,19530,13320,6740,4830,2910,2450,2450,"TAMPINES",30250,0.11710735163176,"1/1/2017","2017"
"49",49,330,"Tanglin",20370,1080,1440,1170,1060,970,980,1110,1660,2040,1980,1650,1360,1160,1040,650,470,260,290,290,"TANGLIN",2710,0.133038782523319,"1/1/2017","2017"
"50",50,335,"Tengah",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TENGAH",0,0,"1/1/2017","2017"
"51",51,337,"Toa Payoh",121770,4610,5310,5440,5950,6990,7910,7270,8510,9500,9300,9360,9590,8800,7560,5310,4920,2870,2590,2590,"TOA PAYOH",23250,0.190933727519093,"1/1/2017","2017"
"52",52,350,"Tuas",70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TUAS",0,0,"1/1/2017","2017"
"53",53,357,"Western Islands",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WESTERN ISLANDS",0,0,"1/1/2017","2017"
"54",54,361,"Western Water Catchment",710,40,40,30,40,50,40,60,70,80,60,50,60,50,10,10,10,10,20,20,"WESTERN WATER CATCHMENT",60,0.0845070422535211,"1/1/2017","2017"
"55",55,363,"Woodlands",250170,11670,13320,15420,19830,21090,19040,17120,18160,19220,21540,21760,18180,13460,8710,4750,3490,1970,1460,1460,"WOODLANDS",20380,0.0814646040692329,"1/1/2017","2017"
"56",56,373,"Yishun",210440,11560,10420,10260,11870,13880,17780,17450,16430,15470,14810,16840,16950,13960,9850,5350,3780,2120,1660,1660,"YISHUN",22760,0.108154343280745,"1/1/2017","2017"
