"","Var.1","Var.1","Planning Area","Total","0 - 4","5 - 9","10 - 14","15 - 19","20 - 24","25 - 29","30 - 34","35 - 39","40 - 44","45 - 49","50 - 54","55 - 59","60 - 64","65 - 69","70 - 74","75 - 79","80 - 84","85 & Over","85_and_over","PLN_AREA_N","65_AND_OVER","ELDERLY_DENSITY","POP_DATE","POP_DATE"
"19",19,143,"Jurong West",243620,15120,17050,18330,18120,15970,20230,22400,21820,21620,20050,18280,13980,7590,5380,3360,2250,1170,920,920,"JURONG WEST",13080,0.0536901732205894,"1/1/2007","2007"
"20",20,153,"Kallang",92210,4230,4470,4650,4880,4750,6280,7670,7670,7520,7800,7460,6870,4680,4670,3430,2540,1420,1250,1250,"KALLANG",13310,0.144344431189676,"1/1/2007","2007"
"21",21,163,"Lim Chu Kang",60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LIM CHU KANG",0,0,"1/1/2007","2007"
"22",22,165,"Mandai",1400,60,100,120,110,80,70,100,120,160,130,90,80,50,50,30,20,10,10,10,"MANDAI",120,0.0857142857142857,"1/1/2007","2007"
"23",23,169,"Marina East",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MARINA EAST",0,0,"1/1/2007","2007"
"24",24,171,"Marina South",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MARINA SOUTH",0,0,"1/1/2007","2007"
"25",25,173,"Marine Parade",44920,2050,2510,2690,2730,2270,2730,3380,3780,3790,3770,3450,3180,2300,2150,1680,1270,650,550,550,"MARINE PARADE",6300,0.140249332146037,"1/1/2007","2007"
"26",26,179,"Museum",210,10,10,10,10,0,10,40,30,30,10,10,10,10,10,0,10,0,0,0,"MUSEUM",20,0.0952380952380952,"1/1/2007","2007"
"27",27,183,"Newton",6640,330,400,390,380,310,390,530,650,650,590,540,500,330,230,160,130,70,60,60,"NEWTON",650,0.0978915662650602,"1/1/2007","2007"
"28",28,190,"North Eastern Islands",70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NORTH EASTERN ISLANDS",0,0,"1/1/2007","2007"
"29",29,192,"Novena",45270,2210,2500,2680,2650,2310,3070,3810,3890,4060,3890,3520,2970,2120,1880,1410,1090,580,640,640,"NOVENA",5600,0.123702231058096,"1/1/2007","2007"
"30",30,198,"Orchard",690,30,30,30,30,30,50,70,50,50,70,70,60,50,20,20,10,10,10,10,"ORCHARD",70,0.101449275362319,"1/1/2007","2007"
"31",31,202,"Outram",16980,530,520,570,670,800,1170,1240,1180,1250,1310,1460,1530,1140,1200,900,690,390,450,450,"OUTRAM",3630,0.213780918727915,"1/1/2007","2007"
"32",32,207,"Pasir Ris",127540,7230,10870,14130,10850,6510,6840,8680,11270,15340,12290,8500,5530,2880,2310,1660,1290,790,580,580,"PASIR RIS",6630,0.0519836913909362,"1/1/2007","2007"
"33",33,215,"Paya Lebar",60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PAYA LEBAR",0,0,"1/1/2007","2007"
"34",34,221,"Pioneer",80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PIONEER",0,0,"1/1/2007","2007"
"35",35,227,"Punggol",51060,6360,3720,2380,2400,2040,4170,9110,5680,3870,3190,2580,2010,1240,940,580,400,220,160,160,"PUNGGOL",2300,0.045045045045045,"1/1/2007","2007"
"36",36,234,"Queenstown",95100,4380,4680,4720,4670,4680,7070,8450,8190,8150,7400,7000,6560,4970,5150,3870,2710,1430,1040,1040,"QUEENSTOWN",14200,0.14931650893796,"1/1/2007","2007"
"37",37,250,"River Valley",8900,420,500,520,480,420,640,810,980,840,780,700,560,430,280,200,140,110,90,90,"RIVER VALLEY",820,0.0921348314606742,"1/1/2007","2007"
"38",38,256,"Rochor",15470,630,630,680,800,850,1220,1360,1200,1190,1290,1190,1180,820,820,610,510,270,230,230,"ROCHOR",2440,0.157724628312864,"1/1/2007","2007"
"39",39,267,"Seletar",490,40,50,20,10,10,20,40,60,80,60,30,30,20,10,10,0,0,0,0,"SELETAR",20,0.0408163265306122,"1/1/2007","2007"
"40",40,269,"Sembawang",65220,5560,5130,4200,4460,3710,5190,7620,6720,5780,5220,4090,2660,1550,1280,920,570,290,270,270,"SEMBAWANG",3330,0.0510579576816927,"1/1/2007","2007"
"41",41,279,"Sengkang",144730,12090,11370,9850,9220,7830,10870,17000,15170,12500,11940,9460,6530,3570,2810,1820,1400,740,570,570,"SENGKANG",7340,0.0507151247149865,"1/1/2007","2007"
"42",42,287,"Serangoon",122060,4950,7080,9030,9950,8230,8000,8040,8740,10130,11460,11230,8680,5270,4140,2830,2040,1240,1040,1040,"SERANGOON",11290,0.0924954940193348,"1/1/2007","2007"
"43",43,292,"Simpang",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SIMPANG",0,0,"1/1/2007","2007"
"44",44,297,"Singapore River",1340,80,80,60,40,40,90,200,210,150,110,80,60,50,30,20,10,10,10,10,"SINGAPORE RIVER",80,0.0597014925373134,"1/1/2007","2007"
"45",45,301,"Southern Islands",80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SOUTHERN ISLANDS",0,0,"1/1/2007","2007"
"46",46,304,"Straits View",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"STRAITS VIEW",0,0,"1/1/2007","2007"
"47",47,306,"Sungei Kadut",850,30,20,40,40,40,60,60,60,60,60,50,60,50,50,50,40,40,50,50,"SUNGEI KADUT",230,0.270588235294118,"1/1/2007","2007"
"48",48,312,"Tampines",254200,12790,17040,21340,21900,17890,17240,17650,20010,23570,24730,21350,14880,7730,5920,4120,3010,1750,1290,1290,"TAMPINES",16090,0.0632966168371361,"1/1/2007","2007"
"49",49,318,"Tanglin",16840,860,1120,1140,970,730,940,1360,1710,1720,1510,1320,1130,770,550,340,310,200,160,160,"TANGLIN",1560,0.0926365795724466,"1/1/2007","2007"
"50",50,323,"Tengah",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TENGAH",0,0,"1/1/2007","2007"
"51",51,325,"Toa Payoh",116310,4610,5560,6580,6810,6280,7940,8900,8860,9580,10170,9470,8330,6160,6280,4330,3220,1750,1480,1480,"TOA PAYOH",17060,0.146676983922277,"1/1/2007","2007"
"52",52,338,"Tuas",40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TUAS",0,0,"1/1/2007","2007"
"53",53,345,"Western Islands",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WESTERN ISLANDS",0,0,"1/1/2007","2007"
"54",54,349,"Western Water Catchment",790,60,70,50,40,40,60,70,90,90,100,70,30,20,10,0,0,0,0,0,"WESTERN WATER CATCHMENT",10,0.0126582278481013,"1/1/2007","2007"
"55",55,351,"Woodlands",229050,15550,20150,21010,17470,14200,15220,19380,23040,22820,19450,14560,9720,5450,4420,2940,1960,1030,700,700,"WOODLANDS",11050,0.0482427417594412,"1/1/2007","2007"
"56",56,361,"Yishun",177800,9250,11350,12910,15210,12840,13110,13660,14310,16690,16910,14340,10390,5890,4440,2860,1860,1020,760,760,"YISHUN",10940,0.0615298087739033,"1/1/2007","2007"
