"","Var.1","Var.1","Planning Area","Total","0 - 4","5 - 9","10 - 14","15 - 19","20 - 24","25 - 29","30 - 34","35 - 39","40 - 44","45 - 49","50 - 54","55 - 59","60 - 64","65 - 69","70 - 74","75 - 79","80 - 84","85 & Over","85_and_over","PLN_AREA_N","65_AND_OVER","ELDERLY_DENSITY","POP_DATE","POP_DATE"
"14",14,95,"Clementi",91870,4240,4570,4710,4730,5130,7090,7820,7830,7200,7330,6880,7060,6650,3690,3010,1920,1160,850,850,"CLEMENTI",10630,0.115706977250463,"1/1/2010","2010"
"15",15,105,"Downtown Core",3720,140,120,140,140,160,290,320,330,360,300,300,270,260,170,170,110,80,90,90,"DOWNTOWN CORE",620,0.166666666666667,"1/1/2010","2010"
"16",16,118,"Geylang",120690,5390,5650,6610,7710,7720,8810,9410,9400,9170,10020,10160,8660,7180,4560,4020,2990,1940,1290,1290,"GEYLANG",14800,0.122628221062226,"1/1/2010","2010"
"17",17,124,"Hougang",216700,9240,11360,14340,16780,15890,15400,14760,16380,17010,19850,19570,15430,11310,6530,5180,3780,2220,1680,1680,"HOUGANG",19390,0.0894785417628057,"1/1/2010","2010"
"18",18,132,"Jurong East",88120,4080,4710,5200,5930,6350,7380,7000,7140,6690,7050,7270,6800,5130,2700,2000,1370,780,550,550,"JURONG EAST",7400,0.0839763958238765,"1/1/2010","2010"
"19",19,143,"Jurong West",267520,16040,17190,18180,19080,18090,22690,24940,24290,22510,21520,19700,16640,11530,5770,4140,2710,1510,1000,1000,"JURONG WEST",15130,0.056556519138756,"1/1/2010","2010"
"20",20,153,"Kallang",99560,4440,4600,4810,5010,5380,6810,7890,8770,7910,7990,7960,7270,6460,4250,4040,2840,1770,1370,1370,"KALLANG",14270,0.143330654881479,"1/1/2010","2010"
"21",21,163,"Lim Chu Kang",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LIM CHU KANG",0,0,"1/1/2010","2010"
"22",22,165,"Mandai",1870,110,110,160,140,120,110,130,190,180,170,130,100,80,50,30,30,20,10,10,"MANDAI",140,0.0748663101604278,"1/1/2010","2010"
"23",23,169,"Marina East",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MARINA EAST",0,0,"1/1/2010","2010"
"24",24,171,"Marina South",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MARINA SOUTH",0,0,"1/1/2010","2010"
"25",25,173,"Marine Parade",47320,2170,2660,2750,2840,2510,2630,3340,4300,3990,3890,3590,3070,2950,1960,1870,1320,860,620,620,"MARINE PARADE",6630,0.14010989010989,"1/1/2010","2010"
"26",26,179,"Museum",350,30,10,20,20,10,20,50,50,30,30,20,20,20,10,10,10,10,0,0,"MUSEUM",40,0.114285714285714,"1/1/2010","2010"
"27",27,183,"Newton",6240,310,370,360,340,320,330,420,600,630,590,480,440,400,210,170,140,80,70,70,"NEWTON",670,0.107371794871795,"1/1/2010","2010"
"28",28,190,"North Eastern Islands",60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NORTH EASTERN ISLANDS",0,0,"1/1/2010","2010"
"29",29,192,"Novena",46640,2290,2480,2620,2630,2500,2930,3640,4220,3970,3960,3610,3080,2620,1770,1570,1190,800,760,760,"NOVENA",6090,0.13057461406518,"1/1/2010","2010"
"30",30,198,"Orchard",810,40,30,30,30,50,40,60,80,80,80,90,80,60,30,20,10,10,10,10,"ORCHARD",80,0.0987654320987654,"1/1/2010","2010"
"31",31,202,"Outram",19860,970,640,660,720,870,1400,1800,1560,1360,1460,1550,1540,1540,1060,1050,760,490,460,460,"OUTRAM",3820,0.192346424974824,"1/1/2010","2010"
"32",32,207,"Pasir Ris",133860,6590,8850,12360,13640,8680,7540,8500,10110,13250,14400,10620,7130,4540,2390,1970,1580,950,780,780,"PASIR RIS",7670,0.0572986702525026,"1/1/2010","2010"
"33",33,215,"Paya Lebar",60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PAYA LEBAR",0,0,"1/1/2010","2010"
"34",34,221,"Pioneer",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PIONEER",0,0,"1/1/2010","2010"
"35",35,227,"Punggol",59390,6480,5040,3110,2680,2530,3980,8010,8320,4690,3890,3230,2560,2010,1070,770,540,290,190,190,"PUNGGOL",2860,0.0481562552618286,"1/1/2010","2010"
"36",36,234,"Queenstown",98500,4590,4410,4770,4940,5050,6810,8310,8640,8080,7900,7140,6510,6300,4480,4390,3130,1880,1180,1180,"QUEENSTOWN",15060,0.152893401015228,"1/1/2010","2010"
"37",37,250,"River Valley",8210,360,410,440,460,430,540,700,840,860,740,640,530,460,280,210,120,100,100,100,"RIVER VALLEY",810,0.0986601705237515,"1/1/2010","2010"
"38",38,256,"Rochor",15660,640,610,650,720,850,1160,1460,1390,1180,1170,1250,1140,1040,760,660,470,320,230,230,"ROCHOR",2440,0.15581098339719,"1/1/2010","2010"
"39",39,267,"Seletar",330,20,20,20,10,20,10,20,40,50,40,40,20,10,10,10,0,0,0,0,"SELETAR",20,0.0606060606060606,"1/1/2010","2010"
"40",40,269,"Sembawang",72730,5660,5600,4900,4400,4460,5710,7600,8140,6160,5630,4910,3510,2280,1350,1020,710,390,300,300,"SEMBAWANG",3770,0.0518355561666438,"1/1/2010","2010"
"41",41,279,"Sengkang",167050,13670,12240,11240,9750,9240,12560,18170,18810,13780,12660,11670,8510,5880,3070,2400,1650,1010,750,750,"SENGKANG",8880,0.0531577372044298,"1/1/2010","2010"
"42",42,287,"Serangoon",124780,4880,6240,7880,9600,9180,8890,8090,8910,9170,10700,11380,9780,7510,4030,3420,2370,1490,1260,1260,"SERANGOON",12570,0.100737297643853,"1/1/2010","2010"
"43",43,292,"Simpang",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SIMPANG",0,0,"1/1/2010","2010"
"44",44,297,"Singapore River",2000,120,110,90,80,60,150,240,290,250,190,140,100,60,50,40,10,10,20,20,"SINGAPORE RIVER",130,0.065,"1/1/2010","2010"
"45",45,301,"Southern Islands",640,40,40,40,40,30,20,30,60,90,100,60,50,20,20,10,0,0,0,0,"SOUTHERN ISLANDS",30,0.046875,"1/1/2010","2010"
"46",46,304,"Straits View",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"STRAITS VIEW",0,0,"1/1/2010","2010"
"47",47,306,"Sungei Kadut",880,30,30,30,40,50,50,50,60,60,50,60,50,70,50,60,40,40,50,50,"SUNGEI KADUT",240,0.272727272727273,"1/1/2010","2010"
"48",48,312,"Tampines",261740,12260,14490,18740,22050,20350,19610,18650,19210,20930,23820,23430,18140,12100,5950,4790,3450,2190,1600,1600,"TAMPINES",17980,0.0686941239397876,"1/1/2010","2010"
"49",49,318,"Tanglin",17290,870,1100,1050,1040,830,910,1240,1630,1730,1630,1370,1170,1030,590,410,300,230,190,190,"TANGLIN",1720,0.0994794679005205,"1/1/2010","2010"
"50",50,323,"Tengah",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TENGAH",0,0,"1/1/2010","2010"
"51",51,325,"Toa Payoh",124650,5170,5720,6450,7330,6860,8430,9210,10060,9650,10120,10400,8750,7980,5580,5270,3660,2230,1800,1800,"TOA PAYOH",18540,0.148736462093863,"1/1/2010","2010"
"52",52,338,"Tuas",60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TUAS",0,0,"1/1/2010","2010"
"53",53,345,"Western Islands",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WESTERN ISLANDS",0,0,"1/1/2010","2010"
"54",54,349,"Western Water Catchment",1040,50,80,50,40,180,70,90,100,80,90,80,50,20,10,10,10,10,30,30,"WESTERN WATER CATCHMENT",70,0.0673076923076923,"1/1/2010","2010"
"55",55,351,"Woodlands",245110,14540,17580,21550,20010,16750,18020,19260,22200,23340,21760,17410,12060,8100,4440,3520,2410,1350,840,840,"WOODLANDS",12560,0.0512422993757905,"1/1/2010","2010"
"56",56,361,"Yishun",185210,8990,10150,11860,14250,14780,14520,14100,14530,14860,17290,15950,12570,8650,4670,3500,2340,1320,920,920,"YISHUN",12750,0.068840775336105,"1/1/2010","2010"
