"","Var.1","Var.1","Planning Area","Total","0 - 4","5 - 9","10 - 14","15 - 19","20 - 24","25 - 29","30 - 34","35 - 39","40 - 44","45 - 49","50 - 54","55 - 59","60 - 64","65 - 69","70 - 74","75 - 79","80 - 84","85 & Over","85_and_over","PLN_AREA_N","65_AND_OVER","ELDERLY_DENSITY","POP_DATE","POP_DATE"
"32",32,211,"Pasir Ris",135900,6170,7720,11000,14030,10770,7240,8200,9740,11450,14930,12030,8430,5490,2910,2260,1570,1080,900,900,"PASIR RIS",8720,0.0641648270787344,"1/1/2012","2012"
"33",33,220,"Paya Lebar",40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PAYA LEBAR",0,0,"1/1/2012","2012"
"34",34,226,"Pioneer",80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PIONEER",0,0,"1/1/2012","2012"
"35",35,232,"Punggol",74730,7700,6270,4230,3070,3080,5580,9720,10140,6460,4720,3900,3300,2650,1540,1110,610,370,270,270,"PUNGGOL",3900,0.0521878763548776,"1/1/2012","2012"
"36",36,240,"Queenstown",97830,4480,4350,4610,4870,5190,5900,7650,8410,8070,8020,7170,6720,6400,4680,4640,3250,2030,1400,1400,"QUEENSTOWN",16000,0.163549013595012,"1/1/2012","2012"
"37",37,256,"River Valley",8590,380,450,460,480,450,480,640,870,940,840,670,580,470,340,220,150,90,120,120,"RIVER VALLEY",920,0.107101280558789,"1/1/2012","2012"
"38",38,262,"Rochor",15250,600,620,600,680,850,960,1290,1390,1170,1180,1210,1100,1090,740,680,490,330,300,300,"ROCHOR",2540,0.16655737704918,"1/1/2012","2012"
"39",39,273,"Seletar",300,20,20,20,10,10,10,20,40,40,30,40,20,10,10,10,10,0,0,0,"SELETAR",30,0.1,"1/1/2012","2012"
"40",40,278,"Sembawang",73310,5090,5360,5180,4330,4670,5020,7070,7880,6680,5810,5190,4090,2680,1560,1170,760,460,330,330,"SEMBAWANG",4280,0.0583822125221661,"1/1/2012","2012"
"41",41,288,"Sengkang",177770,13560,12930,11650,10390,10100,11980,18800,19410,15540,13120,12570,10120,7090,3880,2900,1730,1180,840,840,"SENGKANG",10530,0.0592338414805648,"1/1/2012","2012"
"42",42,296,"Serangoon",123320,4570,5680,7220,8810,9710,8310,7950,8350,8880,10000,10950,10560,8130,4850,3790,2490,1690,1400,1400,"SERANGOON",14220,0.115309763217645,"1/1/2012","2012"
"43",43,304,"Simpang",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SIMPANG",0,0,"1/1/2012","2012"
"44",44,309,"Singapore River",2340,130,140,110,90,80,110,270,340,340,220,150,120,80,60,40,20,20,20,20,"SINGAPORE RIVER",160,0.0683760683760684,"1/1/2012","2012"
"45",45,313,"Southern Islands",1080,70,50,60,60,60,40,60,90,140,150,120,90,40,30,10,10,10,0,0,"SOUTHERN ISLANDS",60,0.0555555555555556,"1/1/2012","2012"
"46",46,316,"Straits View",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"STRAITS VIEW",0,0,"1/1/2012","2012"
"47",47,318,"Sungei Kadut",880,30,30,40,40,40,60,60,50,60,60,60,60,60,40,50,50,40,60,60,"SUNGEI KADUT",240,0.272727272727273,"1/1/2012","2012"
"48",48,324,"Tampines",259990,11560,13010,16600,20870,21630,18730,18800,18290,19170,22350,23700,20430,14240,7250,5480,3600,2400,1870,1870,"TAMPINES",20600,0.0792338166852571,"1/1/2012","2012"
"49",49,330,"Tanglin",17780,900,1090,1080,1020,920,800,1130,1640,1900,1610,1400,1210,1070,730,510,300,250,220,220,"TANGLIN",2010,0.113048368953881,"1/1/2012","2012"
"50",50,335,"Tengah",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TENGAH",0,0,"1/1/2012","2012"
"51",51,337,"Toa Payoh",126180,5120,5680,6300,7310,7430,7530,8970,10010,9800,10070,10310,9500,8250,5930,5750,3730,2490,2010,2010,"TOA PAYOH",19910,0.157790458075765,"1/1/2012","2012"
"52",52,350,"Tuas",50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TUAS",0,0,"1/1/2012","2012"
"53",53,357,"Western Islands",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WESTERN ISLANDS",0,0,"1/1/2012","2012"
"54",54,361,"Western Water Catchment",1050,50,70,60,30,200,70,60,110,80,80,80,60,20,10,10,10,20,20,20,"WESTERN WATER CATCHMENT",70,0.0666666666666667,"1/1/2012","2012"
"55",55,363,"Woodlands",247830,13130,15860,20310,21220,18410,17020,19050,20460,22810,22650,19090,14140,9290,5200,4050,2590,1530,1000,1000,"WOODLANDS",14370,0.0579832950006053,"1/1/2012","2012"
"56",56,373,"Yishun",187190,8600,9510,11120,13130,15620,14470,14440,14170,14180,16510,16730,14070,9980,5570,4070,2490,1450,1090,1090,"YISHUN",14670,0.0783695710240932,"1/1/2012","2012"
