"","Var.1","Var.1","Planning Area","Total","0 - 4","5 - 9","10 - 14","15 - 19","20 - 24","25 - 29","30 - 34","35 - 39","40 - 44","45 - 49","50 - 54","55 - 59","60 - 64","65 - 69","70 - 74","75 - 79","80 - 84","85 & Over","85_and_over","PLN_AREA_N","65_AND_OVER","ELDERLY_DENSITY","POP_DATE","POP_DATE"
"19",19,143,"Jurong West",217270,16700,17850,17060,15090,15690,19540,21070,21530,19770,17830,13470,6680,5440,3740,2630,1630,880,680,680,"JURONG WEST",9560,0.044000552308188,"1/1/2001","2001"
"20",20,153,"Kallang",90250,4490,4860,5010,4760,5690,7200,7090,7490,7940,7490,7050,4410,5070,4010,3440,2130,1200,930,930,"KALLANG",11710,0.129750692520776,"1/1/2001","2001"
"21",21,163,"Lim Chu Kang",110,10,10,0,10,10,10,0,0,10,10,10,10,0,0,0,0,0,0,0,"LIM CHU KANG",0,0,"1/1/2001","2001"
"22",22,165,"Mandai",930,60,70,80,60,80,70,60,70,80,70,90,40,40,30,20,10,10,10,10,"MANDAI",80,0.0860215053763441,"1/1/2001","2001"
"23",23,169,"Marina East",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MARINA EAST",0,0,"1/1/2001","2001"
"24",24,171,"Marina South",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MARINA SOUTH",0,0,"1/1/2001","2001"
"25",25,173,"Marine Parade",45750,2170,2820,2830,2500,2800,3560,3380,3820,4060,3710,3720,2510,2460,1950,1550,950,590,380,380,"MARINE PARADE",5420,0.118469945355191,"1/1/2001","2001"
"26",26,179,"Museum",100,0,0,0,0,0,0,10,10,10,10,10,0,10,10,20,20,0,0,0,"MUSEUM",50,0.5,"1/1/2001","2001"
"27",27,183,"Newton",6270,280,360,380,320,330,470,500,610,560,580,580,350,290,240,180,130,60,60,60,"NEWTON",670,0.106858054226475,"1/1/2001","2001"
"28",28,190,"North Eastern Islands",120,10,10,0,0,10,10,10,10,10,10,0,20,10,0,10,10,0,10,10,"NORTH EASTERN ISLANDS",30,0.25,"1/1/2001","2001"
"29",29,192,"Novena",42010,2030,2650,2670,2260,2500,3120,3170,3760,4000,3680,3210,2030,2060,1650,1350,850,580,450,450,"NOVENA",4880,0.116162818376577,"1/1/2001","2001"
"30",30,198,"Orchard",620,20,40,30,30,40,40,30,60,70,70,60,40,30,10,20,10,10,10,10,"ORCHARD",60,0.0967741935483871,"1/1/2001","2001"
"31",31,202,"Outram",19630,670,770,780,840,1170,1490,1340,1440,1520,1540,1660,1190,1420,1190,1050,710,440,430,430,"OUTRAM",3820,0.19460010188487,"1/1/2001","2001"
"32",32,207,"Pasir Ris",119730,11740,14900,9810,6160,5400,7460,12180,16420,12290,8110,5370,2530,2330,1860,1400,920,490,390,390,"PASIR RIS",5060,0.0422617556168045,"1/1/2001","2001"
"33",33,215,"Paya Lebar",130,10,10,10,10,10,20,10,10,10,10,10,0,0,10,10,0,0,0,0,"PAYA LEBAR",20,0.153846153846154,"1/1/2001","2001"
"34",34,221,"Pioneer",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PIONEER",0,0,"1/1/2001","2001"
"35",35,227,"Punggol",710,50,30,50,40,50,70,80,70,70,70,60,20,20,10,10,10,0,0,0,"PUNGGOL",30,0.0422535211267606,"1/1/2001","2001"
"36",36,234,"Queenstown",96000,5110,5290,4840,4620,5940,8350,8430,8580,7800,7230,7170,4920,5710,4670,3480,1980,1080,810,810,"QUEENSTOWN",12020,0.125208333333333,"1/1/2001","2001"
"37",37,250,"River Valley",9370,390,570,570,510,570,700,770,830,940,860,780,510,410,290,270,200,110,90,90,"RIVER VALLEY",960,0.102454642475987,"1/1/2001","2001"
"38",38,256,"Rochor",17760,720,810,820,840,1100,1400,1250,1280,1510,1390,1400,1030,1100,950,960,690,260,240,240,"ROCHOR",3100,0.17454954954955,"1/1/2001","2001"
"39",39,267,"Seletar",440,30,20,10,30,30,30,40,60,50,40,30,30,20,10,10,0,0,0,0,"SELETAR",20,0.0454545454545455,"1/1/2001","2001"
"40",40,269,"Sembawang",44830,4170,3150,3320,2810,2490,5080,5320,4730,4390,3140,2070,1100,1020,820,550,350,190,130,130,"SEMBAWANG",2040,0.0455052420254294,"1/1/2001","2001"
"41",41,279,"Sengkang",87560,8280,6580,6450,5360,4850,8450,9930,9570,8960,6470,4380,2200,1920,1540,1230,720,420,260,260,"SENGKANG",4170,0.0476244860666971,"1/1/2001","2001"
"42",42,287,"Serangoon",121060,6880,9330,9980,8380,7800,8460,8530,10500,12460,11380,9210,4910,4410,3160,2430,1580,900,770,770,"SERANGOON",8840,0.0730216421609119,"1/1/2001","2001"
"43",43,292,"Simpang",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SIMPANG",0,0,"1/1/2001","2001"
"44",44,297,"Singapore River",1040,60,60,40,40,50,100,120,120,100,80,80,60,40,20,30,20,10,10,10,"SINGAPORE RIVER",90,0.0865384615384615,"1/1/2001","2001"
"45",45,301,"Southern Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SOUTHERN ISLANDS",0,0,"1/1/2001","2001"
"46",46,304,"Straits View",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"STRAITS VIEW",0,0,"1/1/2001","2001"
"47",47,306,"Sungei Kadut",900,20,40,50,40,70,80,50,50,50,50,60,50,60,40,50,40,40,50,50,"SUNGEI KADUT",220,0.244444444444444,"1/1/2001","2001"
"48",48,312,"Tampines",252280,19050,23100,22320,18260,15350,16430,21540,26330,26700,21680,15100,7130,6160,4760,3760,2430,1310,880,880,"TAMPINES",13140,0.0520849849373712,"1/1/2001","2001"
"49",49,318,"Tanglin",14530,740,1040,970,760,860,950,1120,1360,1370,1320,1310,760,600,450,400,260,160,120,120,"TANGLIN",1390,0.0956641431520991,"1/1/2001","2001"
"50",50,323,"Tengah",70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TENGAH",0,0,"1/1/2001","2001"
"51",51,325,"Toa Payoh",119210,5810,7110,7040,6500,7430,9480,9290,10130,11080,9740,9010,6160,6730,5000,3780,2430,1410,1080,1080,"TOA PAYOH",13700,0.114923244694237,"1/1/2001","2001"
"52",52,338,"Tuas",40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TUAS",0,0,"1/1/2001","2001"
"53",53,345,"Western Islands",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WESTERN ISLANDS",0,0,"1/1/2001","2001"
"54",54,349,"Western Water Catchment",490,40,40,50,20,20,20,30,80,60,50,40,30,10,0,0,0,0,0,0,"WESTERN WATER CATCHMENT",0,0,"1/1/2001","2001"
"55",55,351,"Woodlands",199260,20850,18710,15480,12480,10970,16500,23730,22290,18220,13310,9080,4800,4430,3360,2460,1440,690,480,480,"WOODLANDS",8430,0.0423065341764529,"1/1/2001","2001"
"56",56,361,"Yishun",174580,11550,14450,15480,12790,11990,13960,14650,18320,17670,14540,10520,5520,4660,3360,2320,1350,810,650,650,"YISHUN",8490,0.0486310001145607,"1/1/2001","2001"
